Veto,Link,Ementa,Sobresta,Materia_Vetada,Norma_Gerada
VET 6/2021 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13985,"Veto Parcial aposto ao Projeto de Lei Complementar nº 19, de 2019, que ""Define os objetivos do Banco Central do Brasil e dispõe sobre sua autonomia e sobre a nomeação e a exoneração de seu Presidente e de seus Diretores; e altera artigo da Lei nº 4.595, de 31 de dezembro de 1964"".",27/03/2021,PLP 19/2019,Lei Complementar nº 179 de 24/02/2021
VET 5/2021 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13965,"Veto Parcial aposto ao Projeto de Lei nº 5.028, de 2019 (nº 312/2015, na Câmara dos Deputados), que ""Institui a Política Nacional de Pagamento por Serviços Ambientais; e altera as Leis nºs 8.212, de 24 de julho de 1991, 8.629, de 25 de fevereiro de 1993, e 6.015, de 31 de dezembro de 1973, para adequá-las à nova política"".",04/03/2021,PL 5028/2019,Lei nº 14.119 de 13/01/2021
VET 4/2021 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13945,"Veto Parcial aposto ao Projeto de Lei Complementar nº 101, de 2020, que ""Estabelece o Programa de Acompanhamento e Transparência Fiscal e o Plano de Promoção do Equilíbrio Fiscal; altera a Lei Complementar nº 101, de 4 de maio de 2000, a Lei Complementar nº 156, de 28 de dezembro de 2016, a Lei Complementar nº 159, de 19 de maio de 2017, a Lei Complementar nº 173, de 27 de maio de 2020, a Lei nº 9.496, de 11 de setembro de 1997, a Lei nº 12.348, de 15 de dezembro de 2010, a Lei nº 12.649, de 17 de maio de 2012, e a Medida Provisória nº 2.185-35, de 24 de agosto de 2001; e dá outras providências"".",04/03/2021,PLP 101/2020,Lei Complementar nº 178 de 13/01/2021
VET 3/2021 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13926,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 41, de 2020 (oriundo da MPV nº 996/2020), que ""Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017"".",04/03/2021,"MPV 996/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.118 de 12/01/2021
VET 2/2021 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13925,"Veto Parcial aposto ao Projeto de Lei Complementar nº 135, de 2020, que ""Altera a Lei Complementar nº 101, de 4 de maio de 2000, para vedar a limitação de empenho e movimentação financeira das despesas relativas à inovação e ao desenvolvimento científico e tecnológico custeadas por fundo criado para tal finalidade, e a Lei nº 11.540, de 12 de novembro de 2007, para modificar a natureza e as fontes de receitas do Fundo Nacional de Desenvolvimento Científico e Tecnológico (FNDCT), e incluir programas desenvolvidos por organizações sociais entre as instituições que podem acessar os recursos do FNDCT"".",04/03/2021,PLP 135/2020,Lei Complementar nº 177 de 12/01/2021
VET 1/2021 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13905,"Veto Parcial aposto ao Projeto de Lei nº 1.013, de 2020, que ""Suspende o pagamento do parcelamento de dívidas no âmbito do Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro (Profut), criado pela Lei nº 13.155, de 4 de agosto de 2015, durante a vigência de calamidade pública nacional reconhecida pelo Congresso Nacional; e altera as Leis nºs 9.615, de 24 de março de 1998, e 10.671, de 15 de maio de 2003"".",04/03/2021,PL 1013/2020,Lei nº 14.117 de 08/01/2021
VET 59/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13885,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 9, de 2020, que ""Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2021 e dá outras providências"".",04/03/2021,PLN 9/2020,Lei nº 14.116 de 31/12/2020
VET 58/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13865,"Veto Parcial aposto ao Projeto de Lei nº 5.029, de 2020, que ""Estabelece o aumento da participação da União no Fundo Garantidor de Operações (FGO), no montante equivalente ao dos recursos devolvidos à União em conformidade com os §§ 4º e 5º do art. 10 da Lei nº 14.043, de 19 de agosto de 2020"".",04/03/2021,PL 5029/2020,Lei nº 14.115 de 29/12/2020
VET 57/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13845,"Veto Parcial aposto ao Projeto de Lei nº 4.458, de 2020 (nº 6.229/2005, na Câmara dos Deputados), que ""Altera as Leis nºs 11.101, de 9 de fevereiro de 2005, 10.522, de 19 de julho de 2002, e 8.929, de 22 de agosto de 1994, para atualizar a legislação referente à recuperação judicial, à recuperação extrajudicial e à falência do empresário e da sociedade empresária"".",04/03/2021,PL 4458/2020,Lei nº 14.112 de 24/12/2020
VET 56/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13825,"Veto Parcial aposto ao Projeto de Lei do Senado nº 103, de 2007 (nº 1.481/2007, na Câmara dos Deputados e devolvido ao Senado como PL nº 172/2020), que ""Altera as Leis nºs 9.472, de 16 de julho de 1997, e 9.998, de 17 de agosto de 2000, para dispor sobre a finalidade, a destinação dos recursos, a administração e os objetivos do Fundo de Universalização dos Serviços de Telecomunicações (Fust)"".",26/02/2021,PLS 103/2007,Lei nº 14.109 de 16/12/2020
VET 55/2020 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13805,"Veto Total aposto ao Projeto de Lei nº 3.364, de 2020, que ""Dispõe sobre o repasse de recursos a Estados, Distrito Federal e Municípios, em caráter emergencial e em razão do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, com o objetivo de garantir a prestação do serviço de transporte público coletivo de passageiros e de reequilibrar os contratos impactados pelos efeitos da pandemia da Covid-19; altera a Lei nº 10.233, de 5 de junho de 2001; e dá outras providências"".",19/02/2021,PL 3364/2020,NA
VET 54/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13786,"Veto Parcial aposto ao Projeto de Lei nº 2.824, de 2020, que ""Dispõe sobre ações emergenciais destinadas ao setor esportivo a serem adotadas durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020; e altera as Leis nºs 9.615, de 24 de março de 1998, e 13.756, de 12 de dezembro de 2018"".",14/11/2020,PL 2824/2020,Lei nº 14.073 de 14/10/2020
VET 53/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13785,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 38, de 2020 (oriundo da MPV nº 974/2020), que ""Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Saúde e do Ministério da Educação"".",14/11/2020,"MPV 974/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.072 de 14/10/2020
VET 52/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13765,"Veto Parcial aposto ao Projeto de Lei nº 3.267, de 2019, que ""Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências"".",13/11/2020,PL 3267/2019,Lei nº 14.071 de 13/10/2020
VET 51/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13745,"Veto Parcial aposto ao Projeto de Lei nº 550, de 2019, que ""Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente (FNMA), a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração)"".",31/10/2020,PL 550/2019,Lei nº 14.066 de 30/09/2020
VET 50/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13726,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 32, de 2020 (oriundo da MPV nº 983/2020), que ""Dispõe sobre o uso de assinaturas eletrônicas em interações com entes públicos, em atos de pessoas jurídicas e em questões de saúde e sobre as licenças de ""softwares"" desenvolvidos por entes públicos; e altera a Lei nº 9.096, de 19 de setembro de 1995, a Lei n º 5.991, de 17 de dezembro de 1973, e a Medida Provisória nº 2.200-2, de 24 de agosto de 2001"".",24/10/2020,"MPV 983/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.063 de 23/09/2020
VET 49/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13725,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 35, de 2020 (oriundo da MPV nº 960/2020), que ""Prorroga os prazos de suspensão de pagamentos de tributos previstos nos atos concessórios do regime especial de ""drawback"" que tenham sido prorrogados por 1 (um) ano pela autoridade fiscal e que tenham termo em 2020; e altera a Lei nº 11.945, de 4 de junho de 2009"".",24/10/2020,"MPV 960/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.060 de 23/09/2020
VET 48/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13705,"Veto Parcial aposto ao Projeto de Lei nº 1.581, de 2020, que ""Disciplina o acordo com credores para pagamento com desconto de precatórios federais e o acordo terminativo de litígio contra a Fazenda Pública e dispõe sobre a destinação dos recursos deles oriundos para o combate à Covid-19, durante a vigência do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020; e altera a Lei nº 7.689, de 15 de dezembro de 1988, e a Lei nº 8.212, de 24 de julho de 1991"" .",14/10/2020,PL 1581/2020,Lei nº 14.057 de 11/09/2020
VET 47/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13685,"Veto Parcial aposto ao Projeto de Lei do Senado nº 209, de 2015 (nº 10.985/2018, na Câmara dos Deputados, devolvido ao Senado na forma do PL nº 3.975, de 2019), que ""Altera a Lei nº 9.427, de 26 de dezembro de 1996, para estabelecer multa a ser paga aos usuários do serviço de energia elétrica, a Lei nº 13.203, de 8 de dezembro de 2015, para estabelecer novas condições para a repactuação do risco hidrológico de geração de energia elétrica, a Lei nº 11.909, de 4 de março de 2009, para criar o Fundo de Expansão dos Gasodutos de Transporte e de Escoamento da Produção (Brasduto), a Lei nº 12.351, de 22 de dezembro de 2010, para dispor sobre a destinação da receita advinda da comercialização do petróleo, do gás natural e de outros hidrocarbonetos fluidos destinados à União, e a Lei nº 12.783, de 11 de janeiro de 2013, para reduzir o prazo para solicitação de prorrogação de concessões de que trata essa Lei"".",09/10/2020,PLS 209/2015,Lei nº 14.052 de 08/09/2020
VET 46/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13667,"Veto Parcial aposto ao Projeto de Lei nº 735, de 2020, que ""Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho)"".",24/09/2020,PL 735/2020,Lei nº 14.048 de 24/08/2020
VET 45/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13666,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 30, de 2020 (oriundo da MPV nº 945/2020), que ""Dispõe sobre medidas temporárias para enfrentamento da pandemia da Covid-19 no âmbito do setor portuário, sobre a cessão de pátios da administração pública e sobre o custeio das despesas com serviços de estacionamento para a permanência de aeronaves de empresas nacionais de transporte aéreo regular de passageiros em pátios da Empresa Brasileira de Infraestrutura Aeroportuária (Infraero); e altera as Leis nºs 9.719, de 27 de novembro de 1998, 7.783, de 28 de junho de 1989, 12.815, de 5 de junho de 2013, 7.565, de 19 de dezembro de 1986, e 10.233, de 5 de junho de 2001"".",24/09/2020,"MPV 945/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.047 de 24/08/2020
VET 44/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13665,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 29, de 2020 (oriundo da MPV nº 948/2020), que ""Dispõe sobre o adiamento e o cancelamento de serviços, de reservas e de eventos dos setores de turismo e de cultura em razão do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente da pandemia da Covid-19"".",24/09/2020,"MPV 948/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.046 de 24/08/2020
VET 43/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13645,"Veto Parcial aposto ao Projeto de Lei nº 2.424, de 2020, que ""Altera a Lei nº 13.999, de 18 de maio de 2020, para instituir linha de crédito destinada aos profissionais liberais que atuem como pessoa física, durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e a Lei nº 12.087, de 11 de novembro de 2009, para criar o Conselho de Participação em Fundos Garantidores de Risco de Crédito para Microempresas e para Pequenas e Médias Empresas e o Conselho de Participação em Operações de Crédito Educativo"".",20/09/2020,PL 2424/2020,Lei nº 14.045 de 20/08/2020
VET 42/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13628,"Veto Parcial aposto ao o Projeto de Lei de Conversão nº 28, de 2020 (oriundo da MPV nº 944/2020), que ""Institui o Programa Emergencial de Suporte a Empregos; altera as Leis nºs 9.430, de 27 de dezembro de 1996, e 13.999, de 18 de maio de 2020; e dá outras providências"".",19/09/2020,"MPV 944/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.043 de 19/08/2020
VET 41/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13627,"Veto Parcial aposto ao o Projeto de Lei de Conversão nº 24, de 2020 (MPV nº 975/2020), que ""Institui o Programa Emergencial de Acesso a Crédito (Peac); altera as Leis nºs 12.087, de 11 de novembro de 2009, e 13.999, de 18 de maio de 2020; e dá outras providências.""",19/09/2020,"MPV 975/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.042 de 19/08/2020
VET 40/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13626,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 26, de 2020 (oriundo da MPV nº 938/2020), que ""Dispõe sobre a prestação de apoio financeiro pela União aos Estados, ao Distrito Federal e aos Municípios com o objetivo de mitigar as dificuldades financeiras decorrentes do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente da pandemia da Covid-19"".",18/09/2020,"MPV 938/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.041 de 18/08/2020
VET 39/2020 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/13625,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 22, de 2020 (oriundo da MPV nº 934/2020), que ""Estabelece normas educacionais excepcionais a serem adotadas durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020; e altera a Lei nº 11.947, de 16 de junho de 2009"".",18/09/2020,"MPV 934/2020 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.040 de 18/08/2020
